Latitude (decimal degrees):	6.524
Longitude (decimal degrees):	3.379
Elevation (m):	16
Radiation database:	PVGIS-SARAH3


Slope: 15 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20191116:0006,0.0,0.0,0.0,26.65,3.03,0.0
20191116:0106,0.0,0.0,0.0,26.57,2.34,0.0
20191116:0206,0.0,0.0,0.0,26.28,1.79,0.0
20191116:0306,0.0,0.0,0.0,25.86,1.31,0.0
20191116:0406,0.0,0.0,0.0,25.51,0.83,0.0
20191116:0506,0.0,0.0,0.0,26.1,0.48,0.0
20191116:0606,1.17,8.88,6.18,26.0,0.62,0.0
20191116:0706,226.53,305.31,20.09,26.79,1.93,0.0
20191116:0806,426.8,557.15,33.6,27.72,2.28,0.0
20191116:0906,397.44,523.59,46.31,28.58,2.14,0.0
20191116:1006,570.96,765.63,57.25,28.73,1.93,0.0
20191116:1106,709.22,956.15,64.05,28.14,2.62,0.0
20191116:1206,665.63,888.15,63.33,26.49,2.34,0.0
20191116:1306,647.64,859.71,55.55,27.18,2.55,0.0
20191116:1406,553.21,723.05,44.18,27.51,2.83,0.0
20191116:1506,384.58,499.52,31.29,27.69,3.03,0.0
20191116:1606,171.6,236.82,17.69,27.59,3.03,0.0
20191116:1706,10.15,27.49,3.74,27.29,2.76,0.0
20191116:1806,0.0,0.0,0.0,27.12,2.48,0.0
20191116:1906,0.0,0.0,0.0,27.37,2.55,0.0
20191116:2006,0.0,0.0,0.0,27.25,2.69,0.0
20191116:2106,0.0,0.0,0.0,27.14,2.9,0.0
20191116:2206,0.0,0.0,0.0,26.97,3.03,0.0
20191116:2306,0.0,0.0,0.0,26.92,2.97,0.0
20191117:0006,0.0,0.0,0.0,26.83,2.83,0.0
20191117:0106,0.0,0.0,0.0,26.72,2.07,0.0
20191117:0206,0.0,0.0,0.0,26.04,1.1,0.0
20191117:0306,0.0,0.0,0.0,26.28,0.76,0.0
20191117:0406,0.0,0.0,0.0,25.8,0.9,0.0
20191117:0506,0.0,0.0,0.0,25.35,1.1,0.0
20191117:0606,32.5,61.71,6.09,25.2,1.1,0.0
20191117:0706,214.73,291.29,19.97,26.95,1.17,0.0
20191117:0806,380.82,501.59,33.46,27.77,1.31,0.0
20191117:0906,339.15,450.89,46.13,28.65,1.24,0.0
20191117:1006,589.34,806.05,57.03,29.18,1.03,0.0
20191117:1106,643.66,896.3,63.8,30.0,0.97,0.0
20191117:1206,657.28,908.5,63.11,30.44,1.52,0.0
20191117:1306,431.32,575.65,55.41,30.57,2.28,0.0
20191117:1406,560.7,743.03,44.1,30.08,2.83,0.0
20191117:1506,389.4,508.4,31.25,29.38,3.52,0.0
20191117:1606,194.4,267.92,17.68,28.71,3.45,0.0
20191117:1706,10.43,28.83,3.75,28.26,2.83,0.0
20191117:1806,0.0,0.0,0.0,27.83,2.62,0.0
20191117:1906,0.0,0.0,0.0,27.47,2.55,0.0
20191117:2006,0.0,0.0,0.0,27.32,2.55,0.0
20191117:2106,0.0,0.0,0.0,27.24,2.69,0.0
20191117:2206,0.0,0.0,0.0,27.16,2.83,0.0
20191117:2306,0.0,0.0,0.0,27.08,2.83,0.0
20191118:0006,0.0,0.0,0.0,27.06,2.69,0.0
20191118:0106,0.0,0.0,0.0,26.95,2.41,0.0
20191118:0206,0.0,0.0,0.0,26.84,2.21,0.0
20191118:0306,0.0,0.0,0.0,26.72,2.0,0.0
20191118:0406,0.0,0.0,0.0,26.39,1.66,0.0
20191118:0506,0.0,0.0,0.0,25.9,1.31,0.0
20191118:0606,36.53,69.2,6.0,25.74,1.03,0.0
20191118:0706,218.83,296.83,19.86,26.91,1.1,0.0
20191118:0806,240.13,320.25,33.32,27.54,0.97,0.0
20191118:0906,448.06,595.84,45.96,28.28,1.24,0.0
20191118:1006,582.63,786.71,56.81,28.97,1.66,0.0
20191118:1106,615.12,831.88,63.55,29.39,2.14,0.0
20191118:1206,715.09,972.62,62.9,29.63,2.62,0.0
20191118:1306,517.79,686.11,55.28,29.79,3.03,0.0
20191118:1406,515.5,676.83,44.03,29.69,3.38,0.0
20191118:1506,389.7,508.72,31.21,29.33,3.52,0.0
20191118:1606,198.18,273.11,17.67,28.95,3.52,0.0
20191118:1706,12.05,32.14,3.77,28.49,2.9,0.0
20191118:1806,0.0,0.0,0.0,27.91,2.76,0.0
20191118:1906,0.0,0.0,0.0,27.84,2.48,0.0
20191118:2006,0.0,0.0,0.0,27.59,2.55,0.0
20191118:2106,0.0,0.0,0.0,27.37,2.76,0.0
20191118:2206,0.0,0.0,0.0,27.22,3.1,0.0
20191118:2306,0.0,0.0,0.0,27.08,3.17,0.0
20191119:0006,0.0,0.0,0.0,26.98,3.03,0.0
20191119:0106,0.0,0.0,0.0,26.93,2.83,0.0
20191119:0206,0.0,0.0,0.0,26.81,2.41,0.0
20191119:0306,0.0,0.0,0.0,26.58,1.93,0.0
20191119:0406,0.0,0.0,0.0,26.12,1.59,0.0
20191119:0506,0.0,0.0,0.0,25.94,1.52,0.0
20191119:0606,31.21,60.31,5.9,25.96,1.52,0.0
20191119:0706,237.39,321.2,19.75,27.1,1.45,0.0
20191119:0806,280.95,371.08,33.18,28.09,1.86,0.0
20191119:0906,416.25,549.11,45.78,28.93,2.21,0.0
20191119:1006,541.79,725.39,56.59,29.6,2.21,0.0
20191119:1106,686.23,933.4,63.31,30.0,2.55,0.0
20191119:1206,717.23,975.98,62.69,30.41,2.9,0.0
20191119:1306,640.85,858.27,55.15,30.51,3.24,0.0
20191119:1406,548.72,722.66,43.96,29.36,3.03,0.0
20191119:1506,383.07,500.94,31.18,29.12,3.1,0.0
20191119:1606,215.23,296.34,17.67,29.11,3.1,0.0
20191119:1706,14.37,36.46,3.79,28.61,2.62,0.0
20191119:1806,0.0,0.0,0.0,28.03,2.55,0.0
20191119:1906,0.0,0.0,0.0,27.88,2.41,0.0
20191119:2006,0.0,0.0,0.0,27.67,2.41,0.0
20191119:2106,0.0,0.0,0.0,27.55,2.34,0.0
20191119:2206,0.0,0.0,0.0,27.4,2.48,0.0
20191119:2306,0.0,0.0,0.0,27.25,2.69,0.0
20191120:0006,0.0,0.0,0.0,27.13,2.76,0.0
20191120:0106,0.0,0.0,0.0,27.03,2.69,0.0
20191120:0206,0.0,0.0,0.0,26.94,2.48,0.0
20191120:0306,0.0,0.0,0.0,26.78,2.21,0.0
20191120:0406,0.0,0.0,0.0,26.53,1.86,0.0
20191120:0506,0.0,0.0,0.0,26.27,1.86,0.0
20191120:0606,38.28,72.31,5.81,26.18,2.0,0.0
20191120:0706,231.1,310.15,19.63,26.68,2.9,0.0
20191120:0806,301.46,394.61,33.03,27.77,2.69,0.0
20191120:0906,480.79,635.78,45.61,28.0,1.72,0.0
20191120:1006,468.86,624.5,56.38,28.46,1.66,0.0
20191120:1106,356.97,473.88,63.07,29.22,2.28,0.0
20191120:1206,583.63,780.7,62.5,29.25,2.62,0.0
20191120:1306,589.42,784.68,55.02,29.49,2.9,0.0
20191120:1406,525.12,689.26,43.89,29.23,3.17,0.0
20191120:1506,390.59,508.79,31.16,29.23,3.79,0.0
20191120:1606,201.63,277.42,17.67,28.83,3.45,0.0
20191120:1706,9.58,26.64,3.82,28.51,3.1,0.0
20191120:1806,0.0,0.0,0.0,28.03,3.38,0.0
20191120:1906,0.0,0.0,0.0,28.04,3.03,0.0
20191120:2006,0.0,0.0,0.0,27.92,3.24,0.0
20191120:2106,0.0,0.0,0.0,27.9,3.59,0.0
20191120:2206,0.0,0.0,0.0,27.84,4.0,0.0
20191120:2306,0.0,0.0,0.0,27.73,4.14,0.0
20191121:0006,0.0,0.0,0.0,27.67,4.14,0.0
20191121:0106,0.0,0.0,0.0,27.52,4.07,0.0
20191121:0206,0.0,0.0,0.0,27.38,3.86,0.0
20191121:0306,0.0,0.0,0.0,27.21,3.66,0.0
20191121:0406,0.0,0.0,0.0,27.12,3.52,0.0
20191121:0506,0.0,0.0,0.0,26.86,3.31,0.0
20191121:0606,30.74,60.97,5.71,26.66,2.97,0.0
20191121:0706,163.61,223.97,19.51,27.33,3.03,0.0
20191121:0806,334.0,434.99,32.89,28.26,3.45,0.0
20191121:0906,77.3,115.39,45.44,28.56,2.83,0.0
20191121:1006,66.33,101.58,56.17,29.01,3.31,0.0
20191121:1106,171.74,233.74,62.83,29.14,3.93,0.0
20191121:1206,209.52,281.23,62.3,29.26,4.0,0.0
20191121:1306,77.39,115.39,54.9,28.68,4.07,0.0
20191121:1406,80.58,119.34,43.83,28.57,4.28,0.0
20191121:1506,127.83,178.24,31.13,28.48,4.14,0.0
20191121:1606,87.42,128.23,17.68,28.07,3.79,0.0
20191121:1706,7.5,22.38,3.84,27.77,3.72,0.0
20191121:1806,0.0,0.0,0.0,27.47,3.79,0.0
20191121:1906,0.0,0.0,0.0,27.12,3.17,0.0
20191121:2006,0.0,0.0,0.0,27.04,3.38,0.0
20191121:2106,0.0,0.0,0.0,26.83,3.24,0.0
20191121:2206,0.0,0.0,0.0,26.25,3.17,0.0
20191121:2306,0.0,0.0,0.0,26.13,3.24,0.0
20191122:0006,0.0,0.0,0.0,26.3,2.97,0.0
20191122:0106,0.0,0.0,0.0,26.45,3.03,0.0
20191122:0206,0.0,0.0,0.0,26.5,2.9,0.0
20191122:0306,0.0,0.0,0.0,26.4,2.55,0.0
20191122:0406,0.0,0.0,0.0,26.14,1.86,0.0
20191122:0506,0.0,0.0,0.0,25.63,1.31,0.0
20191122:0606,22.34,45.98,5.61,26.22,0.41,0.0
20191122:0706,223.43,302.38,19.39,26.43,1.24,0.0
20191122:0806,446.22,584.54,32.75,27.12,1.72,0.0
20191122:0906,567.98,755.75,45.26,27.74,1.66,0.0
20191122:1006,684.3,933.87,55.96,28.5,1.66,0.0
20191122:1106,727.28,1003.03,62.61,29.08,1.79,0.0
20191122:1206,734.96,1009.55,62.11,29.38,2.14,0.0
20191122:1306,669.79,907.74,54.79,29.56,2.21,0.0
20191122:1406,570.84,760.22,43.77,29.73,2.34,0.0
20191122:1506,416.94,547.24,31.12,29.1,2.55,0.0
20191122:1606,186.33,257.58,17.69,28.67,2.41,0.0
20191122:1706,7.15,21.06,3.88,28.28,2.14,0.0
20191122:1806,0.0,0.0,0.0,27.75,1.86,0.0
20191122:1906,0.0,0.0,0.0,27.5,2.21,0.0
20191122:2006,0.0,0.0,0.0,27.27,2.28,0.0
20191122:2106,0.0,0.0,0.0,27.21,2.48,0.0
20191122:2206,0.0,0.0,0.0,27.12,2.69,0.0
20191122:2306,0.0,0.0,0.0,27.03,2.83,0.0
20191123:0006,0.0,0.0,0.0,26.89,2.76,0.0
20191123:0106,0.0,0.0,0.0,26.78,2.55,0.0
20191123:0206,0.0,0.0,0.0,26.68,2.21,0.0
20191123:0306,0.0,0.0,0.0,26.49,1.86,0.0
20191123:0406,0.0,0.0,0.0,25.97,1.45,0.0
20191123:0506,0.0,0.0,0.0,25.76,1.1,0.0
20191123:0606,28.59,57.78,5.51,26.23,0.83,0.0
20191123:0706,233.65,317.77,19.27,26.98,0.83,0.0
20191123:0806,324.24,426.58,32.61,28.18,1.86,0.0
20191123:0906,521.82,691.65,45.09,28.91,2.14,0.0
20191123:1006,673.04,912.14,55.76,29.35,2.21,0.0
20191123:1106,737.86,1015.52,62.38,29.79,2.21,0.0
20191123:1206,732.73,1004.54,61.93,29.97,2.41,0.0
20191123:1306,677.28,914.34,54.68,30.17,2.76,0.0
20191123:1406,582.92,765.79,43.72,29.26,3.45,0.0
20191123:1506,419.47,549.05,31.1,29.18,2.97,0.0
20191123:1606,206.95,284.87,17.7,28.97,2.9,0.0
20191123:1706,13.93,35.62,3.91,28.52,2.55,0.0
20191123:1806,0.0,0.0,0.0,28.0,2.48,0.0
20191123:1906,0.0,0.0,0.0,27.72,2.62,0.0
20191123:2006,0.0,0.0,0.0,27.45,2.83,0.0
20191123:2106,0.0,0.0,0.0,27.3,3.03,0.0
20191123:2206,0.0,0.0,0.0,27.15,3.24,0.0
20191123:2306,0.0,0.0,0.0,27.09,3.24,0.0
20191124:0006,0.0,0.0,0.0,26.98,3.1,0.0
20191124:0106,0.0,0.0,0.0,26.9,2.97,0.0
20191124:0206,0.0,0.0,0.0,26.82,2.83,0.0
20191124:0306,0.0,0.0,0.0,26.78,2.69,0.0
20191124:0406,0.0,0.0,0.0,26.74,2.48,0.0
20191124:0506,0.0,0.0,0.0,26.6,2.14,0.0
20191124:0606,17.72,38.44,5.41,26.32,1.72,0.0
20191124:0706,112.69,159.85,19.15,26.98,1.45,0.0
20191124:0806,259.82,343.96,32.46,27.85,1.79,0.0
20191124:0906,526.81,698.79,44.92,28.47,1.93,0.0
20191124:1006,515.95,689.97,55.55,29.21,1.93,0.0
20191124:1106,722.88,995.43,62.17,29.64,2.0,0.0
20191124:1206,687.35,936.2,61.76,29.91,2.41,0.0
20191124:1306,665.17,895.81,54.57,30.16,2.83,0.0
20191124:1406,575.88,760.44,43.67,30.21,3.38,0.0
20191124:1506,416.57,542.99,31.09,29.39,3.72,0.0
20191124:1606,201.54,276.85,17.72,28.87,3.45,0.0
20191124:1706,10.3,27.68,3.95,28.47,2.9,0.0
20191124:1806,0.0,0.0,0.0,27.95,2.69,0.0
20191124:1906,0.0,0.0,0.0,27.62,2.55,0.0
20191124:2006,0.0,0.0,0.0,27.34,2.48,0.0
20191124:2106,0.0,0.0,0.0,27.18,2.69,0.0
20191124:2206,0.0,0.0,0.0,26.98,2.97,0.0
20191124:2306,0.0,0.0,0.0,26.9,3.24,0.0
20191125:0006,0.0,0.0,0.0,26.79,3.31,0.0
20191125:0106,0.0,0.0,0.0,26.72,3.1,0.0
20191125:0206,0.0,0.0,0.0,26.68,2.76,0.0
20191125:0306,0.0,0.0,0.0,26.41,2.14,0.0
20191125:0406,0.0,0.0,0.0,25.85,1.38,0.0
20191125:0506,0.0,0.0,0.0,25.76,1.52,0.0
20191125:0606,28.28,57.5,5.31,25.8,1.52,0.0
20191125:0706,234.14,317.1,19.03,27.03,1.66,0.0
20191125:0806,369.35,484.03,32.32,28.3,2.21,0.0
20191125:0906,484.02,642.71,44.75,29.1,1.86,0.0
20191125:1006,507.51,683.19,55.36,29.76,1.59,0.0
20191125:1106,474.95,640.21,61.95,30.25,1.66,0.0
20191125:1206,626.87,854.96,61.59,30.75,2.14,0.0
20191125:1306,586.81,788.16,54.47,30.72,2.69,0.0
20191125:1406,467.71,616.79,43.63,30.49,3.17,0.0
20191125:1506,316.55,414.48,31.08,29.04,3.52,0.0
20191125:1606,177.37,244.65,17.74,28.67,3.31,0.0
20191125:1706,8.72,24.37,3.99,28.37,3.03,0.0
20191125:1806,0.0,0.0,0.0,27.99,2.97,0.0
20191125:1906,0.0,0.0,0.0,27.69,2.97,0.0
20191125:2006,0.0,0.0,0.0,27.53,3.31,0.0
20191125:2106,0.0,0.0,0.0,27.33,3.52,0.0
20191125:2206,0.0,0.0,0.0,27.2,3.59,0.0
20191125:2306,0.0,0.0,0.0,27.09,3.59,0.0
20191126:0006,0.0,0.0,0.0,26.99,3.45,0.0
20191126:0106,0.0,0.0,0.0,26.91,3.17,0.0
20191126:0206,0.0,0.0,0.0,26.76,2.9,0.0
20191126:0306,0.0,0.0,0.0,26.65,2.69,0.0
20191126:0406,0.0,0.0,0.0,26.47,2.28,0.0
20191126:0506,0.0,0.0,0.0,26.27,2.0,0.0
20191126:0606,21.65,45.76,5.21,26.06,1.79,0.0
20191126:0706,232.05,313.61,18.91,27.26,2.41,0.0
20191126:0806,285.03,375.12,32.18,28.25,2.48,0.0
20191126:0906,419.54,553.94,44.58,28.68,1.93,0.0
20191126:1006,418.36,556.0,55.16,29.26,2.0,0.0
20191126:1106,603.48,814.95,61.75,29.78,2.28,0.0
20191126:1206,663.84,898.22,61.42,29.99,2.69,0.0
20191126:1306,635.02,844.81,54.38,30.23,3.66,0.0
20191126:1406,585.83,766.84,43.59,29.24,3.86,0.0
20191126:1506,425.3,550.93,31.08,28.72,4.21,0.0
20191126:1606,205.89,281.71,17.76,28.68,3.86,0.0
20191126:1706,13.66,34.29,4.04,28.45,3.24,0.0
20191126:1806,0.0,0.0,0.0,28.02,3.24,0.0
20191126:1906,0.0,0.0,0.0,27.63,3.17,0.0
20191126:2006,0.0,0.0,0.0,27.48,3.59,0.0
20191126:2106,0.0,0.0,0.0,27.43,3.86,0.0
20191126:2206,0.0,0.0,0.0,27.34,3.66,0.0
20191126:2306,0.0,0.0,0.0,27.21,3.38,0.0
20191127:0006,0.0,0.0,0.0,27.04,3.03,0.0
20191127:0106,0.0,0.0,0.0,27.01,2.62,0.0
20191127:0206,0.0,0.0,0.0,26.82,2.14,0.0
20191127:0306,0.0,0.0,0.0,26.56,1.79,0.0
20191127:0406,0.0,0.0,0.0,26.39,1.59,0.0
20191127:0506,0.0,0.0,0.0,26.07,1.38,0.0
20191127:0606,25.69,53.15,5.1,25.93,1.45,0.0
20191127:0706,232.21,315.02,18.79,26.93,1.45,0.0
20191127:0806,434.63,569.52,32.03,27.93,2.07,0.0
20191127:0906,577.89,770.15,44.42,28.76,2.0,0.0
20191127:1006,655.23,896.91,54.97,29.38,1.52,0.0
20191127:1106,641.33,886.17,61.55,30.07,1.31,0.0
20191127:1206,641.43,883.07,61.27,30.64,1.66,0.0
20191127:1306,641.78,871.13,54.29,30.81,2.34,0.0
20191127:1406,502.3,664.0,43.55,30.42,2.97,0.0
20191127:1506,413.26,539.82,31.08,29.78,3.66,0.0
20191127:1606,212.66,291.91,17.79,29.37,3.45,0.0
20191127:1706,16.45,39.91,4.09,28.85,2.97,0.0
20191127:1806,0.0,0.0,0.0,28.24,2.97,0.0
20191127:1906,0.0,0.0,0.0,27.35,3.1,0.0
20191127:2006,0.0,0.0,0.0,27.19,3.38,0.0
20191127:2106,0.0,0.0,0.0,27.1,3.59,0.0
20191127:2206,0.0,0.0,0.0,27.03,3.52,0.0
20191127:2306,0.0,0.0,0.0,27.02,3.1,0.0
20191128:0006,0.0,0.0,0.0,27.09,2.69,0.0
20191128:0106,0.0,0.0,0.0,27.0,2.21,0.0
20191128:0206,0.0,0.0,0.0,26.8,2.07,0.0
20191128:0306,0.0,0.0,0.0,26.68,2.07,0.0
20191128:0406,0.0,0.0,0.0,26.53,2.07,0.0
20191128:0506,0.0,0.0,0.0,26.3,1.79,0.0
20191128:0606,18.7,41.16,4.99,25.85,1.45,0.0
20191128:0706,224.82,305.38,18.66,26.88,1.38,0.0
20191128:0806,418.19,551.06,31.89,27.49,1.24,0.0
20191128:0906,398.83,530.29,44.25,28.32,1.03,0.0
20191128:1006,603.63,824.82,54.78,28.97,1.1,0.0
20191128:1106,712.19,986.81,61.35,29.6,1.59,0.0
20191128:1206,698.52,954.05,61.12,30.0,2.34,0.0
20191128:1306,672.1,902.28,54.21,30.16,3.1,0.0
20191128:1406,566.67,745.01,43.52,29.78,3.52,0.0
20191128:1506,411.36,536.11,31.09,28.78,3.24,0.0
20191128:1606,211.57,289.13,17.82,28.4,3.31,0.0
20191128:1706,12.68,31.95,4.14,28.22,3.24,0.0
20191128:1806,0.0,0.0,0.0,27.88,3.03,0.0
20191128:1906,0.0,0.0,0.0,27.46,3.17,0.0
20191128:2006,0.0,0.0,0.0,27.34,3.38,0.0
20191128:2106,0.0,0.0,0.0,27.28,3.45,0.0
20191128:2206,0.0,0.0,0.0,27.29,3.1,0.0
20191128:2306,0.0,0.0,0.0,27.3,2.55,0.0
20191129:0006,0.0,0.0,0.0,27.18,1.93,0.0
20191129:0106,0.0,0.0,0.0,26.68,1.45,0.0
20191129:0206,0.0,0.0,0.0,26.2,1.31,0.0
20191129:0306,0.0,0.0,0.0,25.78,1.24,0.0
20191129:0406,0.0,0.0,0.0,25.8,1.17,0.0
20191129:0506,0.0,0.0,0.0,25.63,1.1,0.0
20191129:0606,22.76,48.73,4.89,25.64,1.1,0.0
20191129:0706,229.6,311.78,18.54,27.03,1.59,0.0
20191129:0806,424.17,557.68,31.75,27.73,1.59,0.0
20191129:0906,509.82,684.27,44.09,28.26,0.9,0.0
20191129:1006,556.29,769.82,54.59,29.07,0.21,0.0
20191129:1106,672.7,952.37,61.16,29.79,0.48,0.0
20191129:1206,719.31,1015.33,60.97,30.5,1.1,0.0
20191129:1306,661.19,910.34,54.13,30.81,1.66,0.0
20191129:1406,393.44,523.95,43.5,30.81,2.07,0.0
20191129:1506,416.64,551.41,31.1,30.57,2.41,0.0
20191129:1606,209.57,289.09,17.86,29.99,2.76,0.0
20191129:1706,16.06,38.52,4.19,29.21,2.62,0.0
20191129:1806,0.0,0.0,0.0,28.44,2.55,0.0
20191129:1906,0.0,0.0,0.0,28.02,2.21,0.0
20191129:2006,0.0,0.0,0.0,27.79,2.62,0.0
20191129:2106,0.0,0.0,0.0,27.65,2.97,0.0
20191129:2206,0.0,0.0,0.0,27.55,3.03,0.0
20191129:2306,0.0,0.0,0.0,27.51,2.97,0.0
20191130:0006,0.0,0.0,0.0,27.48,2.69,0.0
20191130:0106,0.0,0.0,0.0,27.28,2.0,0.0
20191130:0206,0.0,0.0,0.0,26.76,1.59,0.0
20191130:0306,0.0,0.0,0.0,26.28,1.52,0.0
20191130:0406,0.0,0.0,0.0,25.86,1.38,0.0
20191130:0506,0.0,0.0,0.0,26.06,0.97,0.0
20191130:0606,21.71,46.89,4.78,26.17,0.76,0.0
20191130:0706,222.56,302.03,18.41,27.16,2.07,0.0
20191130:0806,367.06,481.38,31.61,28.12,2.0,0.0
20191130:0906,467.12,618.8,43.92,29.05,1.93,0.0
20191130:1006,546.29,737.21,54.41,29.94,1.72,0.0
20191130:1106,685.29,950.36,60.98,30.76,1.66,0.0
20191130:1206,704.7,978.1,60.84,31.38,1.93,0.0
20191130:1306,654.05,892.53,54.06,31.73,2.41,0.0
20191130:1406,575.92,769.91,43.48,31.69,2.97,0.0
20191130:1506,413.91,545.21,31.11,31.21,3.45,0.0
20191130:1606,210.78,290.43,17.9,30.51,3.59,0.0
20191130:1706,17.13,40.79,4.25,29.65,3.31,0.0
20191130:1806,0.0,0.0,0.0,28.8,3.31,0.0
20191130:1906,0.0,0.0,0.0,28.19,2.9,0.0
20191130:2006,0.0,0.0,0.0,27.9,3.1,0.0
20191130:2106,0.0,0.0,0.0,27.69,3.31,0.0
20191130:2206,0.0,0.0,0.0,27.54,3.52,0.0
20191130:2306,0.0,0.0,0.0,27.41,3.45,0.0
20191201:0006,0.0,0.0,0.0,27.33,3.38,0.0
20191201:0106,0.0,0.0,0.0,27.22,3.24,0.0
20191201:0206,0.0,0.0,0.0,27.12,3.17,0.0
20191201:0306,0.0,0.0,0.0,26.91,3.03,0.0
20191201:0406,0.0,0.0,0.0,26.81,2.97,0.0
20191201:0506,0.0,0.0,0.0,26.75,2.69,0.0
20191201:0606,21.12,46.2,4.67,26.57,2.48,0.0
20191201:0706,136.36,189.98,18.29,27.2,2.41,0.0
20191201:0806,220.58,293.87,31.47,28.27,2.69,0.0
20191201:0906,451.18,595.54,43.77,29.14,2.28,0.0
20191201:1006,550.31,742.25,54.23,29.72,1.72,0.0
20191201:1106,416.13,557.54,60.8,30.4,1.93,0.0
20191201:1206,608.65,819.6,60.71,30.67,2.9,0.0
20191201:1306,541.62,716.25,54.0,30.68,3.93,0.0
20191201:1406,477.33,624.06,43.46,30.71,4.62,0.0
20191201:1506,321.68,421.36,31.13,30.2,4.55,0.0
20191201:1606,215.97,295.01,17.94,29.62,4.41,0.0
20191201:1706,2.03,10.85,4.31,28.8,4.07,0.0
20191201:1806,0.0,0.0,0.0,28.26,3.79,0.0
20191201:1906,0.0,0.0,0.0,27.92,3.24,0.0
20191201:2006,0.0,0.0,0.0,27.77,3.31,0.0
20191201:2106,0.0,0.0,0.0,27.6,3.52,0.0
20191201:2206,0.0,0.0,0.0,27.47,3.86,0.0
20191201:2306,0.0,0.0,0.0,27.43,4.0,0.0
20191202:0006,0.0,0.0,0.0,27.33,3.79,0.0
20191202:0106,0.0,0.0,0.0,27.26,3.45,0.0
20191202:0206,0.0,0.0,0.0,27.15,3.03,0.0
20191202:0306,0.0,0.0,0.0,26.99,2.83,0.0
20191202:0406,0.0,0.0,0.0,26.56,1.93,0.0
20191202:0506,0.0,0.0,0.0,26.14,1.79,0.0
20191202:0606,18.81,42.29,4.56,25.69,2.0,0.0
20191202:0706,208.95,282.82,18.17,26.81,2.97,0.0
20191202:0806,368.1,478.67,31.33,27.94,3.1,0.0
20191202:0906,469.23,616.09,43.61,28.88,2.76,0.0
20191202:1006,581.99,778.89,54.06,29.77,2.55,0.0
20191202:1106,468.92,622.75,60.63,29.99,2.9,0.0
20191202:1206,451.95,599.4,60.58,30.3,3.17,0.0
20191202:1306,434.47,573.84,53.94,30.38,3.45,0.0
20191202:1406,200.98,270.69,43.45,29.64,4.0,0.0
20191202:1506,116.33,163.97,31.15,28.47,4.14,0.0
20191202:1606,169.03,232.32,17.98,28.39,4.28,0.0
20191202:1706,4.05,14.79,4.37,27.77,4.07,0.0
20191202:1806,0.0,0.0,0.0,27.32,4.0,0.0
20191202:1906,0.0,0.0,0.0,27.52,3.17,0.0
20191202:2006,0.0,0.0,0.0,27.39,3.45,0.0
20191202:2106,0.0,0.0,0.0,27.28,3.45,0.0
20191202:2206,0.0,0.0,0.0,27.24,3.38,0.0
20191202:2306,0.0,0.0,0.0,27.1,3.38,0.0
20191203:0006,0.0,0.0,0.0,27.15,3.31,0.0
20191203:0106,0.0,0.0,0.0,27.05,3.1,0.0
20191203:0206,0.0,0.0,0.0,27.05,2.83,0.0
20191203:0306,0.0,0.0,0.0,26.86,2.55,0.0
20191203:0406,0.0,0.0,0.0,26.48,1.86,0.0
20191203:0506,0.0,0.0,0.0,26.41,1.38,0.0
20191203:0606,15.22,36.04,4.45,26.68,0.69,0.0
20191203:0706,205.39,281.0,18.04,27.08,1.1,0.0
20191203:0806,277.81,367.07,31.19,27.43,1.31,0.0
20191203:0906,510.14,678.11,43.45,28.19,1.52,0.0
20191203:1006,483.74,646.05,53.89,28.73,1.59,0.0
20191203:1106,366.82,487.82,60.47,29.04,1.86,0.0
20191203:1206,539.72,722.65,60.47,29.3,2.21,0.0
20191203:1306,0.0,0.0,0.0,29.47,2.62,0.0
20191203:1406,545.49,719.54,43.44,29.4,2.9,0.0
20191203:1506,396.01,517.62,31.18,29.36,3.24,0.0
20191203:1606,201.85,276.46,18.03,28.92,3.03,0.0
20191203:1706,11.66,29.52,4.44,28.51,2.55,0.0
20191203:1806,0.0,0.0,0.0,27.88,2.41,0.0
20191203:1906,0.0,0.0,0.0,27.74,2.41,0.0
20191203:2006,0.0,0.0,0.0,27.53,2.9,0.0
20191203:2106,0.0,0.0,0.0,27.36,3.17,0.0
20191203:2206,0.0,0.0,0.0,27.21,3.38,0.0
20191203:2306,0.0,0.0,0.0,27.12,3.45,0.0
20191204:0006,0.0,0.0,0.0,26.99,3.38,0.0
20191204:0106,0.0,0.0,0.0,26.91,3.1,0.0
20191204:0206,0.0,0.0,0.0,26.84,2.69,0.0
20191204:0306,0.0,0.0,0.0,26.71,1.86,0.0
20191204:0406,0.0,0.0,0.0,26.14,1.1,0.0
20191204:0506,0.0,0.0,0.0,26.04,0.9,0.0
20191204:0606,17.2,39.55,4.34,25.64,1.24,0.0
20191204:0706,219.16,297.15,17.92,26.64,2.14,0.0
20191204:0806,241.51,320.64,31.05,27.57,1.59,0.0
20191204:0906,384.99,512.65,43.3,28.13,0.76,0.0
20191204:1006,209.58,284.57,53.73,28.98,0.83,0.0
20191204:1106,134.92,189.36,60.31,29.63,1.38,0.0
20191204:1206,145.19,202.18,60.35,29.95,2.14,0.0
20191204:1306,357.18,473.76,53.84,29.97,2.62,0.0
